,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity
39,The Flying Pigeon,ChIJ8x8SdJjk1moRLs60dZXy-Hk,-37.4865576,144.587486,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","7 Nexus Way, 11 Goode Street, Gisborne"
40,Club Sunbury,ChIJAfiTIL351moRzx8BONuoDH0,-37.5721493,144.7230851,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","49 Riddell Rd, Sunbury"
41,autObarn,ChIJDf5jJ8L51moRGMvLx9Q0KfQ,-37.58520499999999,144.721101,4.5,"['electronics_store', 'car_repair', 'point_of_interest', 'store', 'establishment']","106/108 Horne St, Sunbury"
42,Supercheap Auto Sunbury,ChIJLZmlxLj51moRoQO76K78GDs,-37.5810137,144.726053,4.3,"['electronics_store', 'car_repair', 'point_of_interest', 'store', 'establishment']","5/49-51 Horne St, Sunbury"
43,Roquette Bar and Grill,ChIJfUTeeLf51moR7BeYefogF-w,-37.5811806,144.7302655,4.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","59 Oshanassy St, Sunbury"
44,Stone Bar and Grill,ChIJW6aDbRXt1moR0hBu8BRRTEQ,-37.6826739,144.5855123,4.1,"['restaurant', 'meal_delivery', 'bar', 'food', 'point_of_interest', 'establishment']","240 High St, Melton"
45,Golden Fleece Hotel,ChIJRXXDfBXt1moRBe5k21QnjuE,-37.6834317,144.5853756,4.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","257-263 High St, Melton"
46,The Nook Cafe & Wine Bar,ChIJ5V_uZrj51moR1g9j8jVuVG4,-37.5817696,144.7280935,4.1,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","111 Evans St, Sunbury"
47,PM's Sports Bar,ChIJf2ED72vt1moR8WFurcISKCw,-37.68561,144.5667892,0.0,"['bar', 'point_of_interest', 'establishment']","Shop 14D, Coburns Central Shopping Centre, 523-531 High St, Melton West"
48,Jennifer's Bar Gisborne South,ChIJp5OF26n71moR4aFN-zpS3Sg,-37.5604127,144.6301131,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","57 Jeffrey Ct, Gisborne South"
49,Screw It Wine Bar & Deli,ChIJVVUJKrj51moRIyYOlpnXbDA,-37.5815473,144.7301984,4.8,"['bar', 'food', 'point_of_interest', 'establishment']","73 Oshanassy St, Sunbury"
50,Olive Tree Hotel,ChIJ5V_uZrj51moRPYTs91rIWjk,-37.5819444,144.7280556,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","111 Evans St, Sunbury"
51,Taco Bill - Melton,ChIJ8wAJ9T3t1moRGUJW7s90zlQ,-37.6822536,144.5808613,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Shop 1/87 Unitt St, Melton"
52,Mac's Hotel,ChIJk-9p4j3t1moREccg3rz1hNg,-37.6825408,144.5827026,3.8,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","322-332 High St, Melton"
53,The Best Burger Bar,ChIJ64FT0rn51moRB575um1EByg,-37.5811327,144.7304022,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","55 Oshanassy St, Sunbury"
54,Royal Hotel Sunbury,ChIJ5SL8wLn51moRHlH9g42iTEI,-37.579992,144.7294182,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","63 Evans St, Sunbury"
55,Macs Lounge,ChIJge53Srj51moRbYo6zPQr6o0,-37.5810049,144.7288255,4.4,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","95 Evans St, Sunbury"
56,The Gamekeepers Secret Country Inn & Restaurant,ChIJSUzXr6Tz1moRhiKKxYdN8AY,-37.6844965,144.6692761,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","1555 Melton Hwy, Bonnie Brook"
57,Club Sunbury,ChIJAfiTIL351moRzx8BONuoDH0,-37.5721493,144.7230851,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","49 Riddell Rd, Sunbury"
58,Muffin Break Sunbury,ChIJhdIZp7D51moRl59eQxINs9Y,-37.5776133,144.7302777,3.8,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2/24 Evans St, Sunbury"
59,Stone Bar and Grill,ChIJW6aDbRXt1moR0hBu8BRRTEQ,-37.6826739,144.5855123,4.1,"['restaurant', 'meal_delivery', 'bar', 'food', 'point_of_interest', 'establishment']","240 High St, Melton"
60,Golden Fleece Hotel,ChIJRXXDfBXt1moRBe5k21QnjuE,-37.6834317,144.5853756,4.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","257-263 High St, Melton"
61,PM's Sports Bar,ChIJf2ED72vt1moR8WFurcISKCw,-37.68561,144.5667892,0.0,"['bar', 'point_of_interest', 'establishment']","Shop 14D, Coburns Central Shopping Centre, 523-531 High St, Melton West"
62,Ms Peacock Kitchen & Bar,ChIJP6N-gqCR1moRBxz-_OgaRC4,-37.79088670000001,144.5656824,3.7,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","487 Eynesbury Rd, Eynesbury"
63,Taco Bill - Melton,ChIJ8wAJ9T3t1moRGUJW7s90zlQ,-37.6822536,144.5808613,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Shop 1/87 Unitt St, Melton"
64,Mac's Hotel,ChIJk-9p4j3t1moREccg3rz1hNg,-37.6825408,144.5827026,3.8,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","322-332 High St, Melton"
65,The Gamekeepers Secret Country Inn & Restaurant,ChIJSUzXr6Tz1moRhiKKxYdN8AY,-37.6844965,144.6692761,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","1555 Melton Hwy, Bonnie Brook"
66,Eynesbury Homestead & Golf,ChIJq3zRCWuV1moRGqahkM6Zdtw,-37.7912898,144.5659964,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Creswick Ave, Eynesbury"
67,La Porchetta Melton,ChIJC8bkAtjs1moRSkAwO4sVDck,-37.6863324,144.5640726,3.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Woodgrove Shopping Centre shop 2a, 533 High St, Melton West"
68,The Sporting Globe Bar & Grill,ChIJmycPSVuP1moRwDt_t_lDoxw,-37.8757268,144.6819247,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Pacific Werribee, Derrimut Rd, Hoppers Crossing"
69,Suniga Pty Ltd,ChIJ1XrYVi-P1moR96tS_7_cegI,-37.853902,144.686591,0.0,"['bar', 'point_of_interest', 'establishment']","1 Bindowan Dr, Hoppers Crossing"
70,Ms Peacock Kitchen & Bar,ChIJP6N-gqCR1moRBxz-_OgaRC4,-37.79088670000001,144.5656824,3.7,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","487 Eynesbury Rd, Eynesbury"
71,Plaza Tavern,ChIJI4DIBVuP1moRJuB6O1ilUPU,-37.876276,144.682562,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","250 Heaths Rd, Hoppers Crossing"
72,Hoppers Crossing Sports Club,ChIJU_6DrDOP1moRA9wCfvUqOpA,-37.863183,144.694169,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Hogans Road Reserve, Hoppers Crossing"
73,Hotel520,ChIJE9DB_9SO1moRLw9pbPAlfDc,-37.848038,144.6904993,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","520 Sayers Rd, Tarneit"
74,volt night club,ChIJRQ89BluP1moR9VLMgSl5hUE,-37.8776144,144.6829213,3.0,"['night_club', 'bar', 'point_of_interest', 'establishment']","Derrimut Rd & Heaths Road, Hoppers Crossing"
75,The Brew Barn,ChIJY-DhPOmI1moRF6N9iwXwNaE,-37.8738174,144.7234649,4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1/2 Shaft Ct, Hoppers Crossing"
76,The Brook Point Cook,ChIJp8n72ZyI1moR1cfPPj3HIlI,-37.8983333,144.7297222,3.8,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","215 Sneydes Rd, Point Cook"
77,Chef Kim's Noodle Bar,ChIJH4q5djqP1moRmJyiFvmmGRE,-37.8611582,144.6860707,4.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Shop 3, Hogans Corner Shopping Centre, 266-274 Derrimut Rd, Hoppers Crossing"
78,TASTY HEAVEN,ChIJXeyTziuF1moRZSDgcE-XdV8,-37.8510389,144.6682252,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","shop 3/652 Tarneit Rd, Tarneit"
79,Burrito Bar Point Cook,ChIJt_Rj04yI1moRSRuowtYDHmg,-37.8832528,144.7347526,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","Stockland Point Cook Shopping Centre, 402b/1 Murnong St, Point Cook"
80,Commercial Hotel,ChIJxbUdN6SF1moRjhSVUNFVek8,-37.9020621,144.660468,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","111 Watton St, Werribee"
81,The Views Function Bar And Grill,ChIJCR1BPmqE1moRgi_Lce73By0,-37.9378053,144.6709641,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","350 K Rd, Werribee South"
82,The Park Werribee,ChIJDUdke6SF1moR8KKLD42a88I,-37.9011111,144.6613889,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","12 Watton St, Werribee"
83,The Sporting Globe Bar & Grill,ChIJmycPSVuP1moRwDt_t_lDoxw,-37.8757268,144.6819247,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Pacific Werribee, Derrimut Rd, Hoppers Crossing"
84,Suniga Pty Ltd,ChIJ1XrYVi-P1moR96tS_7_cegI,-37.853902,144.686591,0.0,"['bar', 'point_of_interest', 'establishment']","1 Bindowan Dr, Hoppers Crossing"
85,Wheelers Food Trucks & Bar,ChIJXcKv-mKF1moRyaRGondBPHw,-37.9016817,144.6643541,0.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","23 Synnot St, Werribee"
86,Plaza Tavern,ChIJI4DIBVuP1moRJuB6O1ilUPU,-37.876276,144.682562,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","250 Heaths Rd, Hoppers Crossing"
87,The Brook Point Cook,ChIJp8n72ZyI1moR1cfPPj3HIlI,-37.8983333,144.7297222,3.8,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","215 Sneydes Rd, Point Cook"
88,Wolf on Watton,ChIJ-QdM5N-F1moRkFX7As_ApWc,-37.903017,144.6577684,4.5,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']","90A Watton St, Werribee"
89,Hoppers Crossing Sports Club,ChIJU_6DrDOP1moRA9wCfvUqOpA,-37.863183,144.694169,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Hogans Road Reserve, Hoppers Crossing"
90,Hotel520,ChIJE9DB_9SO1moRLw9pbPAlfDc,-37.848038,144.6904993,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","520 Sayers Rd, Tarneit"
91,volt night club,ChIJRQ89BluP1moR9VLMgSl5hUE,-37.8776144,144.6829213,3.0,"['night_club', 'bar', 'point_of_interest', 'establishment']","Derrimut Rd & Heaths Road, Hoppers Crossing"
92,Ghazal Indian Buffet & Bar,ChIJfTWanaiF1moRQAMxIfn35t4,-37.9038933,144.657004,3.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","187 Watton St, Werribee"
93,The Brew Barn,ChIJY-DhPOmI1moRF6N9iwXwNaE,-37.8738174,144.7234649,4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1/2 Shaft Ct, Hoppers Crossing"
94,Chef Kim's Noodle Bar,ChIJH4q5djqP1moRmJyiFvmmGRE,-37.8611582,144.6860707,4.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Shop 3, Hogans Corner Shopping Centre, 266-274 Derrimut Rd, Hoppers Crossing"
95,TASTY HEAVEN,ChIJXeyTziuF1moRZSDgcE-XdV8,-37.8510389,144.6682252,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","shop 3/652 Tarneit Rd, Tarneit"
96,Burrito Bar Point Cook,ChIJt_Rj04yI1moRSRuowtYDHmg,-37.8832528,144.7347526,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","Stockland Point Cook Shopping Centre, 402b/1 Murnong St, Point Cook"
97,Truck Stop Deluxe,ChIJH7vVJKaF1moR9kCR1imr1jg,-37.9034389,144.6571028,4.4,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","98 Watton St, Werribee"
98,Joseph's Restaurant,ChIJG6ZrMjiE1moRvcmeAmiRTxs,-37.9305295,144.6704387,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",Werribee South
99,The Bridge Hotel Werribee,ChIJ5cqghaiF1moRus_uZfUP4dw,-37.9042042,144.6564995,3.8,"['bar', 'point_of_interest', 'establishment']","197 Watton St, Werribee"
100,Spudbar,ChIJL4uGo1yP1moRj8ldsVa9EqM,-37.8757582,144.6813056,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Heaths Rd, Hoppers Crossing"
101,Ton Lok Noodle Cafe,ChIJyyrVe6aF1moRA2T1fU32Ne4,-37.9027915,144.658376,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","78 Watton St, Werribee"
102,Italian Sports Club of Werribee,ChIJBzNqVtlg1moR--NU9Q0Ii4Y,-37.8835105,144.6480407,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","601 Heaths Rd, Werribee"
103,The Coffee Club Café - Tarneit,ChIJVbPGts6O1moR4uDRxFgUOn0,-37.83702,144.6914309,3.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 26/540 Derrimut Rd, Tarneit"
104,Crust Pizza Werribee,ChIJm1_EOaOF1moRkMvXddW-94Y,-37.9002144,144.6638238,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 1/1-13 Watton St, Werribee"
105,Big Swing Golf Hoppers Crossing,ChIJXyRhAXaJ1moRmwyIdobFDkY,-37.8692943,144.7328431,0.0,"['bar', 'point_of_interest', 'store', 'establishment']","428 Old Geelong Rd, Hoppers Crossing"
106,JOOMIE BAR,ChIJPeqbCOaJ1moRfbx5oTf18HU,-37.8386268,144.7309722,4.7,"['food', 'point_of_interest', 'establishment']","451 Leakes Rd, Truganina"
107,Werribee Towbars,ChIJg0PikayF1moRkcO1OZ9p0Uo,-37.9118447,144.6595856,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']","Factory 7/67-71 Russell St, Werribee"
108,Crust Pizza Point Cook,ChIJydAVcvOI1moRSTAxSFMIg48,-37.8830032,144.7350894,4.1,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 127/5 Main St, Point Cook"
109,Commercial Hotel,ChIJxbUdN6SF1moRjhSVUNFVek8,-37.9020621,144.660468,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","111 Watton St, Werribee"
110,The Park Werribee,ChIJDUdke6SF1moR8KKLD42a88I,-37.9011111,144.6613889,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","12 Watton St, Werribee"
111,The Views Function Bar And Grill,ChIJCR1BPmqE1moRgi_Lce73By0,-37.9378053,144.6709641,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","350 K Rd, Werribee South"
112,Wheelers Food Trucks & Bar,ChIJXcKv-mKF1moRyaRGondBPHw,-37.9016817,144.6643541,0.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","23 Synnot St, Werribee"
113,The Brook Point Cook,ChIJp8n72ZyI1moR1cfPPj3HIlI,-37.8983333,144.7297222,3.8,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","215 Sneydes Rd, Point Cook"
114,Wolf on Watton,ChIJ-QdM5N-F1moRkFX7As_ApWc,-37.903017,144.6577684,4.5,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']","90A Watton St, Werribee"
115,Ghazal Indian Buffet & Bar,ChIJfTWanaiF1moRQAMxIfn35t4,-37.9038933,144.657004,3.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","187 Watton St, Werribee"
116,Wyndham Harbour restaurant & bar,ChIJPWRb4ZiH1moR7nTh_Iz4gmo,-37.9656525,144.7065682,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","50 Quay Blvd, Werribee South"
117,Truck Stop Deluxe,ChIJH7vVJKaF1moR9kCR1imr1jg,-37.9034389,144.6571028,4.4,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","98 Watton St, Werribee"
118,Joseph's Restaurant,ChIJG6ZrMjiE1moRvcmeAmiRTxs,-37.9305295,144.6704387,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",Werribee South
119,The Bridge Hotel Werribee,ChIJ5cqghaiF1moRus_uZfUP4dw,-37.9042042,144.6564995,3.8,"['bar', 'point_of_interest', 'establishment']","197 Watton St, Werribee"
120,Ton Lok Noodle Cafe,ChIJyyrVe6aF1moRA2T1fU32Ne4,-37.9027915,144.658376,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","78 Watton St, Werribee"
121,Crust Pizza Werribee,ChIJm1_EOaOF1moRkMvXddW-94Y,-37.9002144,144.6638238,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 1/1-13 Watton St, Werribee"
122,Werribee Towbars,ChIJg0PikayF1moRkcO1OZ9p0Uo,-37.9118447,144.6595856,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']","Factory 7/67-71 Russell St, Werribee"
123,Saints & Sailors,ChIJJ8CY1CEv1GoRxnUsN6C0vLM,-38.114933,144.6506042,4.2,"['art_gallery', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","36 Newcombe St, Portarlington"
124,Portovino,ChIJ82Je94gv1GoRHB-dHAsoZgM,-38.1151247,144.652062,4.5,"['bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","52 Newcombe St, Portarlington"
125,Shaken Cocktails,ChIJq6rqqIov1GoRd9D4-xrwTDk,-38.1379408,144.6097524,0.0,"['bar', 'point_of_interest', 'establishment']","2270 Portarlington Rd, Bellarine"
126,Shaken Cocktails,ChIJq6rOld8u1GoRA-NTFBJzrn0,-38.1153998,144.6545963,0.0,"['bar', 'point_of_interest', 'establishment']","98 Newcombe St, Portarlington"
127,Bayview Milk Bar,ChIJARIbOdI61GoRgOAYcO4p41o,-38.14856,144.574768,4.5,"['bar', 'food', 'point_of_interest', 'store', 'establishment']","37 Centaurus Ave, Clifton Springs"
128,Grand Hotel,ChIJTY6zDCAv1GoRDTxTcung1kE,-38.11527299999999,144.6530419,3.9,"['lodging', 'bar', 'point_of_interest', 'establishment']","76 Newcombe St, Portarlington"
129,Edina Waterfront Cafe,ChIJveZkOzIv1GoRY11A7J8--RE,-38.1144219,144.6517111,4.2,"['cafe', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1a Harding St, Portarlington"
130,Barbers Port,ChIJCftr_Bgv1GoRnnSDIoNFbNs,-38.1157807,144.6455937,4.7,"['hair_care', 'cafe', 'bar', 'food', 'health', 'point_of_interest', 'establishment']","7 Geelong Rd, Portarlington"
131,Saints & Sailors,ChIJJ8CY1CEv1GoRxnUsN6C0vLM,-38.114933,144.6506042,4.2,"['art_gallery', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","36 Newcombe St, Portarlington"
132,Shaken Cocktails,ChIJq6rqqIov1GoRd9D4-xrwTDk,-38.1379408,144.6097524,0.0,"['bar', 'point_of_interest', 'establishment']","2270 Portarlington Rd, Bellarine"
133,Shaken Cocktails,ChIJq6rOld8u1GoRA-NTFBJzrn0,-38.1153998,144.6545963,0.0,"['bar', 'point_of_interest', 'establishment']","98 Newcombe St, Portarlington"
134,Bayview Milk Bar,ChIJARIbOdI61GoRgOAYcO4p41o,-38.14856,144.574768,4.5,"['bar', 'food', 'point_of_interest', 'store', 'establishment']","37 Centaurus Ave, Clifton Springs"
135,Drysdale Cricket Club Rooms,ChIJh4Vg-8Y71GoRMGYzMZ1H_iA,-38.1747331,144.5623771,5.0,"['bar', 'point_of_interest', 'establishment']","Off Duke St, Drysdale"
136,Short Run,ChIJESGcg_c51GoRsXh7_5Rmzeo,-38.2561454,144.5543167,0.0,"['bar', 'point_of_interest', 'establishment']","4/6 Bulga Pl, Ocean Grove"
137,Drysdale Hotel,ChIJwditnfw61GoRa90AZNHp65E,-38.1728786,144.5714367,4.1,"['lodging', 'bar', 'point_of_interest', 'establishment']","8 Collins St, Drysdale"
138,Grand Hotel,ChIJTY6zDCAv1GoRDTxTcung1kE,-38.11527299999999,144.6530419,3.9,"['lodging', 'bar', 'point_of_interest', 'establishment']","76 Newcombe St, Portarlington"
139,The Bungalow Restaurant,ChIJu5qOMvw61GoRP2Ec6RB8VBk,-38.17456749999999,144.5685219,4.4,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","32 High St, Drysdale"
140,Ground Zero Cafe,ChIJLZ383_o61GoRtOKBhnvkJLI,-38.173587,144.573906,4.6,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","34 Murradoc Rd, Drysdale"
141,Edina Waterfront Cafe,ChIJveZkOzIv1GoRY11A7J8--RE,-38.1144219,144.6517111,4.2,"['cafe', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1a Harding St, Portarlington"
142,Curlewis Golf Club,ChIJ0YfYx4071GoRMFcwBXZWBA8,-38.181859,144.533723,4.5,"['bar', 'restaurant', 'food', 'school', 'health', 'point_of_interest', 'store', 'establishment']","1345 Portarlington Rd, Curlewis"
143,The Mex,ChIJXfv1hMY41GoRz5eI9slTm4Y,-38.25694439999999,144.5361111,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","4-12 Grubb Rd, Ocean Grove"
144,Barbers Port,ChIJCftr_Bgv1GoRnnSDIoNFbNs,-38.1157807,144.6455937,4.7,"['hair_care', 'cafe', 'bar', 'food', 'health', 'point_of_interest', 'establishment']","7 Geelong Rd, Portarlington"
145,Bertram Bar,ChIJwwD3BdQ11GoR7SDzJN84uOQ,-38.3197479,144.7148573,0.0,"['bar', 'point_of_interest', 'establishment']",Portsea
146,Queenscliff Brewhouse,ChIJm_lN39w21GoRsHbNqNwkO6I,-38.265708,144.6635522,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2 Gellibrand St, Queenscliff"
147,Scully's Oyster Bar and Grill,ChIJrWh5fMM21GoRiKwlegWXqLU,-38.2648954,144.6698677,3.5,"['cafe', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","4/4 Wharf St E, Queenscliff"
148,Roberta’s Deli - Wine & Antipasto Bar,ChIJhexz1aw41GoRPJJoKMCfAO8,-38.268009,144.521962,4.7,"['bar', 'food', 'point_of_interest', 'store', 'establishment']","2/62 The Terrace, Ocean Grove"
149,Shaken Cocktails,ChIJL21r7uM21GoR9heVQtyw0uk,-38.2717799,144.6580822,0.0,"['bar', 'point_of_interest', 'establishment']","118 Hesse St, Queenscliff"
150,Rip View Bistro,ChIJa9Pw-uM21GoRfoKbbyBRB-c,-38.2717799,144.6580822,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","118 Hesse St, Queenscliff"
151,Noble Rot,ChIJxfY1b4s31GoR8EKIXxWziKk,-38.2867233,144.6141801,4.7,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","51 Point Lonsdale Rd, Point Lonsdale"
152,Zebra Bar & Bistro,ChIJPw7RmK041GoRzqW8c2yzADo,-38.26763,144.524917,4.2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Level 1/85 The Terrace, Ocean Grove"
153,360Q,ChIJGxxodcM21GoRs2UTLEPGd70,-38.2648972,144.670775,4.3,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']","2 Wharf St E, Queenscliff"
154,Sorrento Brewhouse,ChIJH_TwFMo11GoR5gWKggMxFW0,-38.3396826,144.7370046,3.4,"['night_club', 'bar', 'point_of_interest', 'establishment']","154-164 Ocean Beach Rd, Sorrento"
155,Tastes of the Region,ChIJbfENJ6k31GoRN0E-P-3YzSA,-38.2658821,144.6633989,0.0,"['cafe', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","3 Gellibrand St, Queenscliff"
156,Blackman's Brewery & Burger Bar,ChIJfU1v2nU51GoRF0wqTeg5oFc,-38.2680831,144.5245055,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","82 The Terrace, Ocean Grove"
157,Ocean Bar Cafe,ChIJwe6xFec21GoRYHKrkUbcjH0,-38.268446,144.6602982,3.8,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","76 Hesse St, Queenscliff"
158,Drysdale Cricket Club Rooms,ChIJh4Vg-8Y71GoRMGYzMZ1H_iA,-38.1747331,144.5623771,5.0,"['bar', 'point_of_interest', 'establishment']","Off Duke St, Drysdale"
159,Short Run,ChIJESGcg_c51GoRsXh7_5Rmzeo,-38.2561454,144.5543167,0.0,"['bar', 'point_of_interest', 'establishment']","4/6 Bulga Pl, Ocean Grove"
160,Ivary Fresh Pasta. Espresso and Tapas Bar,ChIJxYiHDe851GoRI1FBvCx_UpE,-38.2680133,144.5221572,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","shop 5/62 The Terrace, Ocean Grove"
161,White Hart Coffee Bar,ChIJWdWTF6041GoRdkWJCuGnmTs,-38.2677164,144.5232837,4.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5/73 The Terrace, Ocean Grove"
162,Ocean Grove Hotel,ChIJyxaAffA41GoRDC49zyyukuY,-38.270153,144.5500946,4.0,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","175 Bonnyvale Rd, Ocean Grove"
163,Portsea Hotel,ChIJp6wlqM7fbaoRfM0AwCS9PTs,-38.3199335,144.7147057,3.9,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","3746 Point Nepean Rd, Portsea"
164,Drysdale Hotel,ChIJwditnfw61GoRa90AZNHp65E,-38.1728786,144.5714367,4.1,"['lodging', 'bar', 'point_of_interest', 'establishment']","8 Collins St, Drysdale"
165,Circa 1902 Queenscliff Restaurant accommodation Perfumery,ChIJkUpyeOc21GoRZRsBktSrXMk,-38.2678675,144.6611911,4.3,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","59 Hesse St, Queenscliff"
166,Ocean Beach Pavilion,ChIJsY5-zu011GoRtLx_dDTQM_I,-38.3396019,144.7369987,0.0,"['bar', 'point_of_interest', 'establishment']","154-164 Ocean Beach Rd, Sorrento"
